"Code","Fullresp","Modality","Audio","Video","Resp","ProverbioCond","audPoA","vidPoA","McGurkCond","Correct","Subject","Group"
171,"LA","audio","L","B","L","audio","alveolar","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
172,"LA","audio","L","P","L","audio","alveolar","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
261,"PA","audiovisual","T","B","P","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
152,"DA","audio","D","P","D","audio","alveolar","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
227,"TA","audiovisual","P","L","T","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
178,"LA","audio","L","K","L","audio","alveolar","velar","audio",TRUE,"ms30 mcgurk30.zil","musician"
281,"KA","audiovisual","K","B","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
146,"FA","audio","F","T","F","audio","labiodental","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
142,"FA","audio","F","P","F","audio","labiodental","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
274,"LA","audiovisual","L","F","L","audiovisual incongruent","alveolar","labiodental","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
287,"KA","audiovisual","K","L","K","audiovisual incongruent","velar","alveolar","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
273,"LA","audiovisual","L","M","L","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
255,"DA","audiovisual","D","D","D","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms30 mcgurk30.zil","musician"
155,"DA","audio","D","D","D","audio","alveolar","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
235,"NA","audiovisual","M","D","N","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
217,"A","audiovisual","B","L","A","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
145,"FA","audio","F","D","F","audio","labiodental","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
266,"TA","audiovisual","T","T","T","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms30 mcgurk30.zil","musician"
216,"A","audiovisual","B","T","A","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
134,"MA","audio","M","F","M","audio","labial","labiodental","audio",TRUE,"ms30 mcgurk30.zil","musician"
131,"MA","audio","M","B","M","audio","labial","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
164,"TA","audio","T","F","T","audio","alveolar","labiodental","audio",TRUE,"ms30 mcgurk30.zil","musician"
215,"A","audiovisual","B","D","A","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
212,"A","audiovisual","B","P","A","audiovisual incongruent","labial","labial","audiovisual congruent",FALSE,"ms30 mcgurk30.zil","musician"
124,"TA","audio","P","F","T","audio","labial","labiodental","audio",FALSE,"ms30 mcgurk30.zil","musician"
166,"TA","audio","T","T","T","audio","alveolar","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
277,"LA","audiovisual","L","L","L","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms30 mcgurk30.zil","musician"
121,"TA","audio","P","B","T","audio","labial","labial","audio",FALSE,"ms30 mcgurk30.zil","musician"
267,"TA","audiovisual","T","L","T","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms30 mcgurk30.zil","musician"
163,"TA","audio","T","M","T","audio","alveolar","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
263,"TA","audiovisual","T","M","T","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
237,"NA","audiovisual","M","L","N","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
213,"BA","audiovisual","B","M","B","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"ms30 mcgurk30.zil","musician"
175,"LA","audio","L","D","L","audio","alveolar","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
264,"TA","audiovisual","T","F","T","audiovisual incongruent","alveolar","labiodental","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
218,"A","audiovisual","B","K","A","audiovisual incongruent","labial","velar","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
136,"MA","audio","M","T","M","audio","labial","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
251,"DA","audiovisual","D","B","D","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
182,"KA","audio","K","P","K","audio","velar","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
147,"FA","audio","F","L","F","audio","labiodental","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
141,"FA","audio","F","B","F","audio","labiodental","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
284,"KA","audiovisual","K","F","K","audiovisual incongruent","velar","labiodental","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
151,"DA","audio","D","B","D","audio","alveolar","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
282,"KA","audiovisual","K","P","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
122,"TA","audio","P","P","T","audio","labial","labial","audio",FALSE,"ms30 mcgurk30.zil","musician"
232,"MA","audiovisual","M","P","M","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"ms30 mcgurk30.zil","musician"
167,"TA","audio","T","L","T","audio","alveolar","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
228,"TA","audiovisual","P","K","T","audiovisual incongruent","labial","velar","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
128,"TA","audio","P","K","T","audio","labial","velar","audio",FALSE,"ms30 mcgurk30.zil","musician"
268,"TA","audiovisual","T","K","T","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
114,"BA","audio","B","F","B","audio","labial","labiodental","audio",TRUE,"ms30 mcgurk30.zil","musician"
245,"FLA","audiovisual","F","D","F","audiovisual incongruent","labiodental","alveolar","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
132,"MA","audio","M","P","M","audio","labial","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
143,"FLA","audio","F","M","F","audio","labiodental","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
156,"DA","audio","D","T","D","audio","alveolar","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
125,"TA","audio","P","D","T","audio","labial","alveolar","audio",FALSE,"ms30 mcgurk30.zil","musician"
262,"TA","audiovisual","T","P","T","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
158,"DA","audio","D","K","D","audio","alveolar","velar","audio",TRUE,"ms30 mcgurk30.zil","musician"
222,"PA","audiovisual","P","P","P","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"ms30 mcgurk30.zil","musician"
188,"KA","audio","K","K","K","audio","velar","velar","audio",TRUE,"ms30 mcgurk30.zil","musician"
135,"MA","audio","M","D","M","audio","labial","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
258,"DA","audiovisual","D","K","D","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
117,"BA","audio","B","L","B","audio","labial","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
157,"DA","audio","D","L","D","audio","alveolar","alveolar","audio",TRUE,"ms30 mcgurk30.zil","musician"
224,"PA","audiovisual","P","F","P","audiovisual incongruent","labial","labiodental","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
154,"DA","audio","D","F","D","audio","alveolar","labiodental","audio",TRUE,"ms30 mcgurk30.zil","musician"
285,"KA","audiovisual","K","D","K","audiovisual incongruent","velar","alveolar","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
288,"KA","audiovisual","K","K","K","audiovisual congruent","velar","velar","audiovisual congruent",TRUE,"ms30 mcgurk30.zil","musician"
123,"PA","audio","P","M","P","audio","labial","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
278,"LA","audiovisual","L","K","L","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
181,"KA","audio","K","B","K","audio","velar","labial","audio",TRUE,"ms30 mcgurk30.zil","musician"
272,"BLA","audiovisual","L","P","B","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"ms30 mcgurk30.zil","musician"
243,"FA","audiovisual","F","M","F","audiovisual incongruent","labiodental","labial","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
253,"DA","audiovisual","D","M","D","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"ms30 mcgurk30.zil","musician"
176,"LA","audio","L","T","L","audio","alveolar","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
231,"MA","audiovisual","M","B","M","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
151,"DA","audio","D","B","D","audio","alveolar","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
186,"KA","audio","K","T","K","audio","velar","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
277,"LA","audiovisual","L","L","L","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
275,"LA","audiovisual","L","D","L","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
288,"KA","audiovisual","K","K","K","audiovisual congruent","velar","velar","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
271,"MA","audiovisual","L","B","M","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"ms31 mcgurk31.zil","musician"
116,"BA","audio","B","T","B","audio","labial","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
111,"BA","audio","B","B","B","audio","labial","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
282,"KA","audiovisual","K","P","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
185,"KA","audio","K","D","K","audio","velar","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
281,"KA","audiovisual","K","B","K","audiovisual incongruent","velar","labial","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
266,"TA","audiovisual","T","T","T","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
187,"KA","audio","K","L","K","audio","velar","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
261,"PA","audiovisual","T","B","P","audiovisual incongruent","alveolar","labial","audiovisual incongruent",FALSE,"ms31 mcgurk31.zil","musician"
125,"PA","audio","P","D","P","audio","labial","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
153,"DA","audio","D","M","D","audio","alveolar","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
183,"KA","audio","K","M","K","audio","velar","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
258,"DA","audiovisual","D","K","D","audiovisual incongruent","alveolar","velar","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
241,"FA","audiovisual","F","B","F","audiovisual incongruent","labiodental","labial","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
218,"A","audiovisual","B","K","A","audiovisual incongruent","labial","velar","audiovisual incongruent",FALSE,"ms31 mcgurk31.zil","musician"
166,"TA","audio","T","T","T","audio","alveolar","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
235,"LA","audiovisual","M","D","L","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms31 mcgurk31.zil","musician"
255,"DA","audiovisual","D","D","D","audiovisual congruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
233,"MA","audiovisual","M","M","M","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
147,"FA","audio","F","L","F","audio","labiodental","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
178,"LA","audio","L","K","L","audio","alveolar","velar","audio",TRUE,"ms31 mcgurk31.zil","musician"
244,"FA","audiovisual","F","F","F","audiovisual congruent","labiodental","labiodental","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
257,"DA","audiovisual","D","L","D","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
211,"BA","audiovisual","B","B","B","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
247,"FA","audiovisual","F","L","F","audiovisual incongruent","labiodental","alveolar","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
253,"DAM","audiovisual","D","M","D","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
272,"LA","audiovisual","L","P","L","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
286,"KA","audiovisual","K","T","K","audiovisual incongruent","velar","alveolar","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
142,"FA","audio","F","P","F","audio","labiodental","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
126,"PA","audio","P","T","P","audio","labial","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
118,"BA","audio","B","K","B","audio","labial","velar","audio",TRUE,"ms31 mcgurk31.zil","musician"
131,"MA","audio","M","B","M","audio","labial","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
174,"LA","audio","L","F","L","audio","alveolar","labiodental","audio",TRUE,"ms31 mcgurk31.zil","musician"
212,"BA","audiovisual","B","P","B","audiovisual incongruent","labial","labial","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
117,"BA","audio","B","L","B","audio","labial","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
264,"TA","audiovisual","T","F","T","audiovisual incongruent","alveolar","labiodental","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
246,"FA","audiovisual","F","T","F","audiovisual incongruent","labiodental","alveolar","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
152,"DA","audio","D","P","D","audio","alveolar","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
161,"TA","audio","T","B","T","audio","alveolar","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
224,"PA","audiovisual","P","F","P","audiovisual incongruent","labial","labiodental","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
127,"TA","audio","P","L","T","audio","labial","alveolar","audio",FALSE,"ms31 mcgurk31.zil","musician"
265,"TA","audiovisual","T","D","T","audiovisual incongruent","alveolar","alveolar","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
273,"LA","audiovisual","L","M","L","audiovisual incongruent","alveolar","labial","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
236,"LA","audiovisual","M","T","L","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms31 mcgurk31.zil","musician"
162,"TA","audio","T","P","T","audio","alveolar","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
148,"FA","audio","F","K","F","audio","labiodental","velar","audio",TRUE,"ms31 mcgurk31.zil","musician"
164,"TA","audio","T","F","T","audio","alveolar","labiodental","audio",TRUE,"ms31 mcgurk31.zil","musician"
238,"LA","audiovisual","M","K","L","audiovisual incongruent","labial","velar","audiovisual incongruent",FALSE,"ms31 mcgurk31.zil","musician"
216,"A","audiovisual","B","T","A","audiovisual incongruent","labial","alveolar","audiovisual incongruent",FALSE,"ms31 mcgurk31.zil","musician"
248,"FA","audiovisual","F","K","F","audiovisual incongruent","labiodental","velar","audiovisual incongruent",TRUE,"ms31 mcgurk31.zil","musician"
114,"A","audio","B","F","A","audio","labial","labiodental","audio",FALSE,"ms31 mcgurk31.zil","musician"
171,"LA","audio","L","B","L","audio","alveolar","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
144,"FA","audio","F","F","F","audio","labiodental","labiodental","audio",TRUE,"ms31 mcgurk31.zil","musician"
157,"DA","audio","D","L","D","audio","alveolar","alveolar","audio",TRUE,"ms31 mcgurk31.zil","musician"
173,"LA","audio","L","M","L","audio","alveolar","labial","audio",TRUE,"ms31 mcgurk31.zil","musician"
188,"KA","audio","K","K","K","audio","velar","velar","audio",TRUE,"ms31 mcgurk31.zil","musician"
222,"PA","audiovisual","P","P","P","audiovisual congruent","labial","labial","audiovisual congruent",TRUE,"ms31 mcgurk31.zil","musician"
